split,image,label,sha256,width,height,box_count,classes,annotation_source
train,images/train/IMG_20180410_171928_jpg.rf.6b47d3bbaa399bea6e6b61980cae5865.jpg,labels/train/IMG_20180410_171928_jpg.rf.6b47d3bbaa399bea6e6b61980cae5865.txt,a43b23ceb6f9bc75e07d1f6f466557968c7f51ead000f78a4a8c95acd020ba7a,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_171928_jpg.rf.7b186a73576016e2c0cde0775fe9aa8f.jpg,labels/train/IMG_20180410_171928_jpg.rf.7b186a73576016e2c0cde0775fe9aa8f.txt,1ea5867308dac88abf81157c5115dd652d0dd4ea745cc9f241d2d7b4435be3b4,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_171928_jpg.rf.d4134d7aad5759dd0da98201b2c41257.jpg,labels/train/IMG_20180410_171928_jpg.rf.d4134d7aad5759dd0da98201b2c41257.txt,76d96d2c03ce38970628718f28ac031fe87c1cf5f4c3eed8f71bac6931af825e,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172000_jpg.rf.545e883332560b26e069a27d5fc90c48.jpg,labels/train/IMG_20180410_172000_jpg.rf.545e883332560b26e069a27d5fc90c48.txt,db1cf69c0821735ed535216c5fb1ea40a898ac23ef6c2896b8e3d38cb93648ff,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172000_jpg.rf.7d8cfc69c1507df4b0b800a51b0074b6.jpg,labels/train/IMG_20180410_172000_jpg.rf.7d8cfc69c1507df4b0b800a51b0074b6.txt,cd98d0a165a9d18e3e78668c1484a19f5a6685927f5cc379bf2d18fce1c2b76c,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172000_jpg.rf.a20faa1ea2eb3828e9c87b1e42e3f2cf.jpg,labels/train/IMG_20180410_172000_jpg.rf.a20faa1ea2eb3828e9c87b1e42e3f2cf.txt,675d853768ad668ce9aa439d8274b39458ce329b3920830e40aea902245fc3f6,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172026_jpg.rf.217978f20a165e4af19c0425ee9a10c5.jpg,labels/train/IMG_20180410_172026_jpg.rf.217978f20a165e4af19c0425ee9a10c5.txt,76b929d2e5ae106bab22112cadb628d3907e6eef08f89681e20e0323ca6599c2,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172026_jpg.rf.48445db362ed628ecb32884bbb44d21d.jpg,labels/train/IMG_20180410_172026_jpg.rf.48445db362ed628ecb32884bbb44d21d.txt,14da818c18be868c8b98e6a02ffd388ac1e99d22b3e48b6595cfec3fb61a51d8,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172026_jpg.rf.993e668a2a1b6e6879d3b886543b2925.jpg,labels/train/IMG_20180410_172026_jpg.rf.993e668a2a1b6e6879d3b886543b2925.txt,31003671d86a3340551375bbff1ac6111f8f1275d700174d3019b946740272b5,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172101_jpg.rf.423f2c4f474eb89a3d6436f00e37373f.jpg,labels/train/IMG_20180410_172101_jpg.rf.423f2c4f474eb89a3d6436f00e37373f.txt,428394ebc66eae8cbe292f724756e6fb6f7caffb3dfcf46018731c4469ac5a9c,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172101_jpg.rf.49468e21e24d29f13deff8cbc733e020.jpg,labels/train/IMG_20180410_172101_jpg.rf.49468e21e24d29f13deff8cbc733e020.txt,7c364b5e24d856b8d1e3137ba4ef59b26e1bec00b65d94717ae3ab5bc4ea9a62,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172101_jpg.rf.cc6a30148c0fc63e90ee53654b116ec3.jpg,labels/train/IMG_20180410_172101_jpg.rf.cc6a30148c0fc63e90ee53654b116ec3.txt,4834f47b585423cc9788edd72adc9295f2f9199afc4db4340398c76360aaf639,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172116_jpg.rf.122ba0ffa1d78c5f46e740b534689508.jpg,labels/train/IMG_20180410_172116_jpg.rf.122ba0ffa1d78c5f46e740b534689508.txt,5b71d4dfc8c51015283174deb74483a00cffe95d823e57846e148c957e6e4a68,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172116_jpg.rf.7a3e8f843f2e2b578d683dca0466a0f3.jpg,labels/train/IMG_20180410_172116_jpg.rf.7a3e8f843f2e2b578d683dca0466a0f3.txt,ac90866345ae109273a7130e686ccc7c696036cad98f32c57384d85ca9543ee1,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172116_jpg.rf.886a11e2bc7f241987f8c86f5f8eedd1.jpg,labels/train/IMG_20180410_172116_jpg.rf.886a11e2bc7f241987f8c86f5f8eedd1.txt,a536d16e17f1e2d06f1ca50883a745946204615e11737064a32dc0f3392cdde0,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172128_jpg.rf.05e10930e554f6e8c427744fdabe3d0d.jpg,labels/train/IMG_20180410_172128_jpg.rf.05e10930e554f6e8c427744fdabe3d0d.txt,f07affde4b77a62f66279a966f641dd712a359d510876972f67eaf1b04beaf7e,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172128_jpg.rf.c5c6fbdcf6bf9cbb5bdcbdc172cddb6b.jpg,labels/train/IMG_20180410_172128_jpg.rf.c5c6fbdcf6bf9cbb5bdcbdc172cddb6b.txt,ff80cc935559f08c5fc2aa51beddaf3d08a5cae9ef152753b7cf6254b12fcc4a,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172128_jpg.rf.e38d2b0935692370f7a6978373319f8b.jpg,labels/train/IMG_20180410_172128_jpg.rf.e38d2b0935692370f7a6978373319f8b.txt,b04008c8a1f766a79e8cb2172646964269b341f22b53c0f9ed642f4e3d2fe29e,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172136_jpg.rf.8bfd5b547318416f3ff8f42b9e582618.jpg,labels/train/IMG_20180410_172136_jpg.rf.8bfd5b547318416f3ff8f42b9e582618.txt,e836aea138db9c055467f1fe5e635fb8e5b98a12cace49ad802394b683df5994,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172136_jpg.rf.ce5edf6cb6dc9db357654da33a83e826.jpg,labels/train/IMG_20180410_172136_jpg.rf.ce5edf6cb6dc9db357654da33a83e826.txt,2360f7ea7b906049394ccf1d86397d933253e58bd83e2c67de15a42f8823481d,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172136_jpg.rf.ceb04889d3978a1d28b0e4bf8d61c87b.jpg,labels/train/IMG_20180410_172136_jpg.rf.ceb04889d3978a1d28b0e4bf8d61c87b.txt,b2af6196f1eb837a3a5fb42bf206ec60058300867a65a4a8674051c94740dcd8,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172140_jpg.rf.1d64b07cd386d98bd19d6895c51b0e33.jpg,labels/train/IMG_20180410_172140_jpg.rf.1d64b07cd386d98bd19d6895c51b0e33.txt,7ed3ed6e25f6c5c01cb11490a29af92c86196ad929bb45eb5327d18be878935a,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172140_jpg.rf.256dc3b5abbaa876d59958e37a3a733d.jpg,labels/train/IMG_20180410_172140_jpg.rf.256dc3b5abbaa876d59958e37a3a733d.txt,0ae74f086ae8e9710790d81d02765573775241396d1bce194cf3fd04438ac75e,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172156_jpg.rf.262657bdd4401a7b2494de0fc75a247e.jpg,labels/train/IMG_20180410_172156_jpg.rf.262657bdd4401a7b2494de0fc75a247e.txt,b72facbeac18ea546206bf6ce9d4a83bcca51b56b184c937749b573d69136fd2,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172156_jpg.rf.c1efc67d1e0f6695a777edee028fe124.jpg,labels/train/IMG_20180410_172156_jpg.rf.c1efc67d1e0f6695a777edee028fe124.txt,c5bc18b4203fccbd10265db18df8174a67bb306dbcdc49393d61e6df69e7a7f7,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172156_jpg.rf.e5825877780005e5a219d5f8ec786dcd.jpg,labels/train/IMG_20180410_172156_jpg.rf.e5825877780005e5a219d5f8ec786dcd.txt,0c08588c91cd02e3d7e3159cfbf5be3c57e64bd0ab843eb6251d8fa9bfb1b981,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172202_jpg.rf.137ac28e58aa6d656d30d75832ba7229.jpg,labels/train/IMG_20180410_172202_jpg.rf.137ac28e58aa6d656d30d75832ba7229.txt,42b80c74698d41531086739894197201422fdcac695ddaebfef8c9caf36f3cb7,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172202_jpg.rf.3f7bf87a62d7dc78fde82f9909f3c8b0.jpg,labels/train/IMG_20180410_172202_jpg.rf.3f7bf87a62d7dc78fde82f9909f3c8b0.txt,51977063a96a9d3131fc72c535a4856446dadf1b5e929e1715fb0b91cc886d1f,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172202_jpg.rf.7a4a845917df39badb785d763a67f9e3.jpg,labels/train/IMG_20180410_172202_jpg.rf.7a4a845917df39badb785d763a67f9e3.txt,1da866ba65be443c21d45f1a8f086f8be1a21d65165f43e16934eb4a18eccb19,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172208_jpg.rf.02b01fa704c57eb530ea9419d78af6a2.jpg,labels/train/IMG_20180410_172208_jpg.rf.02b01fa704c57eb530ea9419d78af6a2.txt,4b6741bbc804250ab5d7eaab135b5a2cc7b2a7d6335688a85ca4f42da8b36c11,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172208_jpg.rf.428dadd0772d6a9ab06ad1b9c8768fe2.jpg,labels/train/IMG_20180410_172208_jpg.rf.428dadd0772d6a9ab06ad1b9c8768fe2.txt,e6a374242424f30821c40a5bd3733c27345676197b623e908d0f4a6fa1bd12eb,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172208_jpg.rf.8c482a614397b213a6016f43eecd7f52.jpg,labels/train/IMG_20180410_172208_jpg.rf.8c482a614397b213a6016f43eecd7f52.txt,236f2a9eb4f9bb4a036dc11d626bdcdec8886853caab8d2bd4ae73759641d53c,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172216_jpg.rf.30be01a514cda1f42282c29d3359aeaf.jpg,labels/train/IMG_20180410_172216_jpg.rf.30be01a514cda1f42282c29d3359aeaf.txt,bfa30139eceb286337f50434ad86e983235d3eed8e27d73c1bd472af38eddfc6,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172216_jpg.rf.533b042d567cebe7007f5f4e16d5d6e6.jpg,labels/train/IMG_20180410_172216_jpg.rf.533b042d567cebe7007f5f4e16d5d6e6.txt,64c5351d264f4bc6f4798cb1f6ce23f6dd1239b636d50c8fbf2c0e5a5b87a325,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172216_jpg.rf.9a3c5ac3072b4be8d67e9697c40f783b.jpg,labels/train/IMG_20180410_172216_jpg.rf.9a3c5ac3072b4be8d67e9697c40f783b.txt,debf3b510db67aeb2c67a0c3ab65fe6a86f83a8aadc8c4e978463c32236b6197,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172221_jpg.rf.3516106ee24fcb6d027d3c71dc924cf2.jpg,labels/train/IMG_20180410_172221_jpg.rf.3516106ee24fcb6d027d3c71dc924cf2.txt,b048fe4cbad0f0791a964947d5c1498244672d9eab7a4f3c1d26d04afe265537,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172221_jpg.rf.630031fdd4ea1d482b9f164f4e632880.jpg,labels/train/IMG_20180410_172221_jpg.rf.630031fdd4ea1d482b9f164f4e632880.txt,117afe2f4f401a7747f0cf76a5191da4179c36aa6bd1c1e2a5ae28220a98898f,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172221_jpg.rf.6e70991be7fcec6b0e0c9f0c24ecff97.jpg,labels/train/IMG_20180410_172221_jpg.rf.6e70991be7fcec6b0e0c9f0c24ecff97.txt,4891105105101437931b176ef0918d19e4edb5f8dd6763bc1db9b224affac108,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172224_jpg.rf.10404c8c15af4ab049a52505ff1af4d1.jpg,labels/train/IMG_20180410_172224_jpg.rf.10404c8c15af4ab049a52505ff1af4d1.txt,831f51863d83d5a13b55116ca605d3416cb362bac08eb558b04dc307c5e4496f,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172224_jpg.rf.a034bbc100904a3224fefd11623bb6c7.jpg,labels/train/IMG_20180410_172224_jpg.rf.a034bbc100904a3224fefd11623bb6c7.txt,cf07d4d9882c8545d30d74bca65f8517b90601d1a281a92a3667d7f4ed4f7302,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172228_jpg.rf.5f2958957e41d2935a5e1a9e97370153.jpg,labels/train/IMG_20180410_172228_jpg.rf.5f2958957e41d2935a5e1a9e97370153.txt,4f2f98d066bdec61e754202619420688c4762f712a4e9b904b95af9a9634a921,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172228_jpg.rf.c4d1a593d227d7842b5a916b664142ca.jpg,labels/train/IMG_20180410_172228_jpg.rf.c4d1a593d227d7842b5a916b664142ca.txt,cef0b8bdf326b18980c3ad342f6acc5d88b2f8b45bf6836f8cdd2c1ac5abd98e,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172228_jpg.rf.ec31d19ab137e5885e2c7d8d260143ba.jpg,labels/train/IMG_20180410_172228_jpg.rf.ec31d19ab137e5885e2c7d8d260143ba.txt,1ce329a7da54674d58421f5af493d0af56a6393ecb68a97ef90c9eba910347c8,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172400_jpg.rf.7ea49b931dda141f0ba5b2df163a63bb.jpg,labels/train/IMG_20180410_172400_jpg.rf.7ea49b931dda141f0ba5b2df163a63bb.txt,8ac898e55e4a8a7cc1bc9fd2811f464fe1d03fa00d81f6c74b1b6e2a477d3b45,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172400_jpg.rf.ad638042bb097843bd8944c63a4981af.jpg,labels/train/IMG_20180410_172400_jpg.rf.ad638042bb097843bd8944c63a4981af.txt,c735dc9208f20aac47b05238f6c885ef32d2e2c222bb81d7df7b83158ce58c87,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172400_jpg.rf.ba83be3c2161008905442f8d712d6f73.jpg,labels/train/IMG_20180410_172400_jpg.rf.ba83be3c2161008905442f8d712d6f73.txt,49d7b0c547f12dd93a6f288e5407532539712b1efb1e48f0cb4d2308bd85ad8b,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172413_jpg.rf.8f1abc40dc8e1e543fad7db345bb0f88.jpg,labels/train/IMG_20180410_172413_jpg.rf.8f1abc40dc8e1e543fad7db345bb0f88.txt,0863c20cfb049ce72ac2118e61c924e18efb17fdb6d02fdfc4c704d8dd3d04b5,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172413_jpg.rf.dd3289a05fd6f89d75b7c7058dc1b85a.jpg,labels/train/IMG_20180410_172413_jpg.rf.dd3289a05fd6f89d75b7c7058dc1b85a.txt,0df1eed3ee68ae587df69d6ab941998a00813811921fe5704ecfaefd66a5dda9,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172439_jpg.rf.50abbae79f9f99cf9031ef1c367af26b.jpg,labels/train/IMG_20180410_172439_jpg.rf.50abbae79f9f99cf9031ef1c367af26b.txt,024ecca0c5b3a417d59a366846ad66a3c00f70d3d76d91f911ccbf7927332909,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172439_jpg.rf.73a07dc85731bac3a3d4efe0406c8b93.jpg,labels/train/IMG_20180410_172439_jpg.rf.73a07dc85731bac3a3d4efe0406c8b93.txt,7e6a81ab3a96cc9ff65ae930e4dfc7b81ec207793476c7eea2b08523df2d7faa,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172453_jpg.rf.3b2d204917195f8d91537dc364835e3a.jpg,labels/train/IMG_20180410_172453_jpg.rf.3b2d204917195f8d91537dc364835e3a.txt,3c17dc7eb2f213b2600590b737a605a5cc6b5675f3fa33f11498957f9a83579a,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172453_jpg.rf.835f11b1e16a7efd90fb0713ad93a0a2.jpg,labels/train/IMG_20180410_172453_jpg.rf.835f11b1e16a7efd90fb0713ad93a0a2.txt,70511d318a51065138e427185c15fefe9d403dc0691b275d6daa107aa670381c,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172506_jpg.rf.64befb51e920434472c9f57bd6adc615.jpg,labels/train/IMG_20180410_172506_jpg.rf.64befb51e920434472c9f57bd6adc615.txt,97535c4f00170e940f139e2a02c08f807cbfa07124692c8de88704f4b41bddca,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172506_jpg.rf.94b9ba6d4760f841dd4a35bc4a687e2f.jpg,labels/train/IMG_20180410_172506_jpg.rf.94b9ba6d4760f841dd4a35bc4a687e2f.txt,3ab76bbb96d2ee707bb7f1d4f3825faa1ff368efe582f298df70ebf7af5d15c0,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172506_jpg.rf.fcdebb67b4ed0aa7851d56a73898efa7.jpg,labels/train/IMG_20180410_172506_jpg.rf.fcdebb67b4ed0aa7851d56a73898efa7.txt,c5112dacd5697048804a3eaeb4189bc8de5de93d1e356199b58e683e13bc8c35,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172509_jpg.rf.27afbf84a13874e92454f0cdc847b12f.jpg,labels/train/IMG_20180410_172509_jpg.rf.27afbf84a13874e92454f0cdc847b12f.txt,5d4cace87dbfd711187c61b6f053382e168e23045e8cb8aac114f543d0feb4b2,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172509_jpg.rf.be38f3f0369a4a7ba9292fac409ece11.jpg,labels/train/IMG_20180410_172509_jpg.rf.be38f3f0369a4a7ba9292fac409ece11.txt,550fc9ab0445f780fadaa4673cd75b3e4791734d8f75e6f9d6cbcfb7a561ae3b,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172509_jpg.rf.fcf8cb07c02ec7ead75d51238dd21639.jpg,labels/train/IMG_20180410_172509_jpg.rf.fcf8cb07c02ec7ead75d51238dd21639.txt,d2a1ddb27fee5f8cc47c3b9287d9c68b1718d47b4d8d945332999b178b3389c5,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172511_jpg.rf.309e524b66eb6fdd8108207be4f86ab2.jpg,labels/train/IMG_20180410_172511_jpg.rf.309e524b66eb6fdd8108207be4f86ab2.txt,ac8aec292999960e24f7da67991870cd330bdee01ff7ae562d4a55ee9042fc35,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172511_jpg.rf.84270076e6d8e126b8221da197daa935.jpg,labels/train/IMG_20180410_172511_jpg.rf.84270076e6d8e126b8221da197daa935.txt,4bf3f8bf469b3309461d3e79ad01c6944ff989a9736a0e4f53325acb2b5199a4,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172511_jpg.rf.f3755ed1324387c84f19de75b59e22c9.jpg,labels/train/IMG_20180410_172511_jpg.rf.f3755ed1324387c84f19de75b59e22c9.txt,810d47d3f0678db7bd5fe74827fd1508e0af527306898c9e8eb610b47a6c41c1,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172517_jpg.rf.310f5c0c2c7533bf1de75d15903594f7.jpg,labels/train/IMG_20180410_172517_jpg.rf.310f5c0c2c7533bf1de75d15903594f7.txt,c8b88221c34a7a25461831fe3c2ef8f42dfcd23ee052bd270dbe8c128e2bc03a,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172517_jpg.rf.59ab4099fdd124c0e0c90f9e1b2dd353.jpg,labels/train/IMG_20180410_172517_jpg.rf.59ab4099fdd124c0e0c90f9e1b2dd353.txt,660321c1618f08129df8ee5ad1ed4d0519f3cf730ff5d6d79ee66a0dd7413653,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
